city,district,lat,lng,category,season,hotel_budget,hotel_mid,hotel_luxury,food_budget,food_mid,food_luxury,local_transport_urban,local_transport_rural,flight_base_rate,bus_available,bus_km_rate,train_available,train_km_rate,flight_available
Kavaratti,Lakshadweep,10.56,72.64,Rural,peak,1148,3550,6166,150,732,1755,0,0,0,1,0.92,1,0.72,0
Kavaratti,Lakshadweep,10.56,72.64,Rural,shoulder,973,2803,6104,195,503,1043,0,0,0,1,1.1,1,0.73,0
Kavaratti,Lakshadweep,10.56,72.64,Rural,offpeak,459,2202,3433,186,525,1303,0,0,0,1,1.17,1,0.71,0
Rameswaram,Ramanathapuram,9.28,79.31,Tier-Z,peak,1993,4841,8066,348,972,2429,323,0,0,1,1.12,1,0.71,0
Rameswaram,Ramanathapuram,9.28,79.31,Tier-Z,shoulder,1329,4710,6876,207,926,2003,335,0,0,1,0.89,1,0.72,0
Rameswaram,Ramanathapuram,9.28,79.31,Tier-Z,offpeak,1238,3085,4204,180,742,1160,258,0,0,1,0.86,1,0.73,0
Kanyakumari,Kanyakumari,8.08,77.54,Tier-Z,peak,2057,4931,9156,222,1127,1935,377,0,0,1,1.09,1,0.73,0
Kanyakumari,Kanyakumari,8.08,77.54,Tier-Z,shoulder,1835,4783,8978,352,641,2286,311,0,0,1,0.89,1,0.72,0
Kanyakumari,Kanyakumari,8.08,77.54,Tier-Z,offpeak,1308,3569,4206,307,812,1703,200,0,0,1,0.85,1,0.73,0
Ooty,Nilgiris,11.4,76.69,Tier-Z,peak,2594,5930,10562,318,653,1959,425,0,0,1,1.12,0,0.71,0
Ooty,Nilgiris,11.4,76.69,Tier-Z,shoulder,1410,5068,12649,412,548,2155,314,0,0,1,1.15,0,0.72,0
Ooty,Nilgiris,11.4,76.69,Tier-Z,offpeak,1076,2237,2598,255,580,1012,203,0,0,1,1.13,0,0.73,0
Kodaikanal,Dindigul,10.23,77.49,Tier-Z,peak,2256,3835,15798,414,953,2315,332,0,0,1,1.19,1,0.73,0
Kodaikanal,Dindigul,10.23,77.49,Tier-Z,shoulder,1904,4988,6691,317,521,1516,381,0,0,1,1.19,1,0.73,0
Kodaikanal,Dindigul,10.23,77.49,Tier-Z,offpeak,797,1463,5040,245,759,1057,276,0,0,1,1.25,1,0.72,0
Dharmapuri,Dharmapuri,12.15,78.16,Rural,peak,800,2406,7107,149,664,1327,0,0,0,1,0.85,1,0.72,0
Dharmapuri,Dharmapuri,12.15,78.16,Rural,shoulder,982,2656,5341,116,514,1076,0,0,0,1,1.23,1,0.73,0
Dharmapuri,Dharmapuri,12.15,78.16,Rural,offpeak,848,2265,3504,181,594,1347,0,0,0,1,1.03,1,0.72,0
Sivaganga,Sivaganga,9.85,78.48,Rural,peak,539,3215,6191,235,476,1380,0,0,0,1,0.88,1,0.73,0
Sivaganga,Sivaganga,9.85,78.48,Rural,shoulder,1349,1746,3648,218,478,977,0,0,0,1,1.01,1,0.73,0
Sivaganga,Sivaganga,9.85,78.48,Rural,offpeak,933,1620,4176,93,414,967,0,0,0,1,1.05,1,0.73,0
Perambalur,Perambalur,11.23,78.89,Rural,peak,830,1729,7179,251,472,928,0,0,0,1,0.96,1,0.72,0
Perambalur,Perambalur,11.23,78.89,Rural,shoulder,533,3182,3608,97,739,1365,0,0,0,1,1.02,1,0.72,0
Perambalur,Perambalur,11.23,78.89,Rural,offpeak,674,1627,3102,222,575,1282,0,0,0,1,0.97,1,0.72,0
Cuddalore,Cuddalore,11.75,79.77,Tier-Z,peak,1318,3822,12955,181,1060,1718,274,0,0,1,0.87,1,0.72,0
Cuddalore,Cuddalore,11.75,79.77,Tier-Z,shoulder,1483,5195,9458,202,1016,2116,406,0,0,1,0.92,1,0.72,0
Cuddalore,Cuddalore,11.75,79.77,Tier-Z,offpeak,1341,1688,5221,148,486,1208,237,0,0,1,1.24,1,0.73,0
Nagapattinam,Nagapattinam,10.76,79.84,Tier-Z,peak,1811,3225,7471,202,698,1913,411,0,0,1,0.89,1,0.71,0
Nagapattinam,Nagapattinam,10.76,79.84,Tier-Z,shoulder,1046,3610,7249,271,652,1807,235,0,0,1,1.15,1,0.73,0
Nagapattinam,Nagapattinam,10.76,79.84,Tier-Z,offpeak,1340,2425,5844,249,556,1632,203,0,0,1,1.12,1,0.73,0
Kumbakonam,Thanjavur,10.96,79.38,Tier-Z,peak,2188,6377,7762,209,1209,2361,302,0,0,1,1.16,1,0.73,0
Kumbakonam,Thanjavur,10.96,79.38,Tier-Z,shoulder,1259,2736,9554,270,521,1770,203,0,0,1,1.2,1,0.72,0
Kumbakonam,Thanjavur,10.96,79.38,Tier-Z,offpeak,1228,2611,4936,216,804,1080,288,0,0,1,0.96,1,0.73,0
Theni,Theni,10.0,77.48,Rural,peak,1549,3584,8790,112,475,1875,0,0,0,1,1.07,1,0.72,0
Theni,Theni,10.0,77.48,Rural,shoulder,1531,2832,7243,187,462,1607,0,0,0,1,0.89,1,0.71,0
Theni,Theni,10.0,77.48,Rural,offpeak,573,1345,1814,181,463,868,0,0,0,1,0.87,1,0.72,0
Delhi,New Delhi,28.61,77.23,Tier-X,peak,2264,5982,14938,497,1517,2739,341,0,5907,1,1.25,1,0.72,1
Delhi,New Delhi,28.61,77.23,Tier-X,shoulder,1778,6472,11127,340,963,2609,439,0,4789,1,0.99,1,0.72,1
Delhi,New Delhi,28.61,77.23,Tier-X,offpeak,1384,4514,9977,411,993,1874,444,0,3619,1,1.11,1,0.72,1
Mumbai,Mumbai City,18.97,72.82,Tier-X,peak,2087,8140,17801,548,1001,3051,623,0,5256,1,1.12,1,0.71,1
Mumbai,Mumbai City,18.97,72.82,Tier-X,shoulder,1624,7250,16795,397,1155,3243,417,0,5285,1,1.25,1,0.71,1
Mumbai,Mumbai City,18.97,72.82,Tier-X,offpeak,1411,3508,11107,463,1083,2002,543,0,3977,1,1.23,1,0.72,1
Bengaluru,Bengaluru Urban,12.98,77.59,Tier-X,peak,3134,5334,21042,437,1025,3049,696,0,4264,1,1.01,1,0.71,1
Bengaluru,Bengaluru Urban,12.98,77.59,Tier-X,shoulder,1504,7152,19158,404,1159,2367,464,0,4366,1,0.87,1,0.72,1
Bengaluru,Bengaluru Urban,12.98,77.59,Tier-X,offpeak,2012,4334,8317,354,1009,2038,495,0,2610,1,1.03,1,0.72,1
Kolkata,Kolkata,22.57,88.36,Tier-X,peak,2298,8505,18423,477,1464,2647,554,0,4830,1,1.23,1,0.73,1
Kolkata,Kolkata,22.57,88.36,Tier-X,shoulder,1735,5730,10189,521,832,2585,382,0,4920,1,1.1,1,0.73,1
Kolkata,Kolkata,22.57,88.36,Tier-X,offpeak,1751,4762,9293,277,1194,1931,503,0,4028,1,0.86,1,0.72,1
Hyderabad,Hyderabad,17.36,78.47,Tier-X,peak,2101,5520,12957,443,1679,2761,697,0,5424,1,0.97,1,0.73,1
Hyderabad,Hyderabad,17.36,78.47,Tier-X,shoulder,2188,4642,15443,437,1465,3328,620,0,3876,1,1.07,1,0.72,1
Hyderabad,Hyderabad,17.36,78.47,Tier-X,offpeak,1833,5539,10040,314,1026,2544,393,0,4097,1,0.86,1,0.72,1
Ahmedabad,Ahmedabad,23.01,72.34,Tier-X,peak,2277,6004,15456,433,1159,2747,478,0,4057,1,1.0,1,0.72,1
Ahmedabad,Ahmedabad,23.01,72.34,Tier-X,shoulder,1870,8459,15628,345,1175,3229,695,0,3189,1,1.04,1,0.72,1
Ahmedabad,Ahmedabad,23.01,72.34,Tier-X,offpeak,1562,6325,10201,417,938,2302,510,0,3908,1,1.22,1,0.71,1
Pune,Pune,18.52,73.85,Tier-X,peak,3048,6232,13032,428,1141,2446,604,0,5289,1,1.19,1,0.72,1
Pune,Pune,18.52,73.85,Tier-X,shoulder,1512,5636,11017,481,1092,2919,617,0,3774,1,1.07,1,0.71,1
Pune,Pune,18.52,73.85,Tier-X,offpeak,1716,3936,9137,334,1102,2262,524,0,2937,1,1.22,1,0.72,1
Chennai,Chennai,13.09,80.27,Tier-X,peak,2560,7307,18294,529,1184,3037,526,0,3865,1,1.06,1,0.71,1
Chennai,Chennai,13.09,80.27,Tier-X,shoulder,1619,4966,12244,320,1568,2412,605,0,3524,1,1.18,1,0.72,1
Chennai,Chennai,13.09,80.27,Tier-X,offpeak,1768,5731,7615,355,1366,2295,546,0,2749,1,1.2,1,0.72,1
Jaipur,Jaipur,26.92,75.82,Tier-Y,peak,1839,4748,13380,499,1177,2814,318,0,3302,1,1.03,1,0.72,1
Jaipur,Jaipur,26.92,75.82,Tier-Y,shoulder,2661,3839,7185,301,844,2652,286,0,2891,1,1.18,1,0.72,1
Jaipur,Jaipur,26.92,75.82,Tier-Y,offpeak,935,2887,4520,288,1114,1418,359,0,3191,1,1.14,1,0.71,1
Agra,Agra,27.11,78.02,Tier-Y,peak,1466,6309,9483,289,1428,2185,359,0,0,1,1.16,1,0.72,0
Agra,Agra,27.11,78.02,Tier-Y,shoulder,1696,2947,10936,247,1101,2315,485,0,0,1,1.03,1,0.72,0
Agra,Agra,27.11,78.02,Tier-Y,offpeak,1304,2091,6967,227,1022,1625,497,0,0,1,1.01,1,0.72,0
Amritsar,Amritsar,31.64,74.86,Tier-Y,peak,2420,3584,11384,425,1487,2536,401,0,3183,1,0.98,1,0.72,1
Amritsar,Amritsar,31.64,74.86,Tier-Y,shoulder,1791,3058,10214,359,1027,2854,343,0,3156,1,1.19,1,0.72,1
Amritsar,Amritsar,31.64,74.86,Tier-Y,offpeak,971,1900,3659,276,675,1398,343,0,2433,1,1.14,1,0.72,1
Varanasi,Varanasi,25.33,83.01,Tier-Y,peak,1509,6923,11617,267,1168,3116,300,0,4382,1,1.16,1,0.72,1
Varanasi,Varanasi,25.33,83.01,Tier-Y,shoulder,1986,5054,8944,238,1098,2838,389,0,2778,1,0.95,1,0.72,1
Varanasi,Varanasi,25.33,83.01,Tier-Y,offpeak,919,2150,4027,298,599,1863,419,0,2062,1,1.05,1,0.72,1
Kochi,Ernakulam,9.96,76.25,Tier-Y,peak,1674,7771,12501,274,758,2682,335,0,5303,1,1.02,1,0.72,1
Kochi,Ernakulam,9.96,76.25,Tier-Y,shoulder,1789,5279,11511,361,951,2052,505,0,2938,1,1.02,1,0.72,1
Kochi,Ernakulam,9.96,76.25,Tier-Y,offpeak,1308,2748,5052,215,937,1774,383,0,3431,1,1.16,1,0.73,1
Mysore,Mysore,12.31,76.65,Tier-Y,peak,2148,7112,9094,365,1568,3535,504,0,3066,1,0.85,1,0.73,1
Mysore,Mysore,12.31,76.65,Tier-Y,shoulder,2626,4459,11670,382,662,2409,456,0,3973,1,1.03,1,0.73,1
Mysore,Mysore,12.31,76.65,Tier-Y,offpeak,1023,4161,4632,265,795,1786,338,0,2005,1,0.94,1,0.72,1
Bhopal,Bhopal,23.25,77.41,Tier-Y,peak,2114,5335,8313,234,734,2433,295,0,3337,1,1.03,1,0.72,1
Bhopal,Bhopal,23.25,77.41,Tier-Y,shoulder,2131,4060,10503,286,1111,1507,503,0,3077,1,1.07,1,0.72,1
Bhopal,Bhopal,23.25,77.41,Tier-Y,offpeak,858,3527,6934,269,887,2193,222,0,3218,1,1.03,1,0.73,1
Bhubaneswar,Khordha,20.27,85.84,Tier-Y,peak,2035,5641,7447,315,760,2188,367,0,5018,1,0.85,1,0.71,1
Bhubaneswar,Khordha,20.27,85.84,Tier-Y,shoulder,1140,6046,7431,416,776,2281,369,0,3867,1,0.89,1,0.72,1
Bhubaneswar,Khordha,20.27,85.84,Tier-Y,offpeak,1400,3786,3914,222,791,1410,403,0,2276,1,1.17,1,0.71,1
Dehradun,Dehradun,30.345,78.029,Tier-Y,peak,1724,4901,9782,483,1269,2981,349,0,6123,1,1.18,1,0.72,1
Dehradun,Dehradun,30.345,78.029,Tier-Y,shoulder,1517,7144,7133,411,795,1796,332,0,3951,1,1.06,1,0.72,1
Dehradun,Dehradun,30.345,78.029,Tier-Y,offpeak,1348,2350,5012,360,560,1871,440,0,1937,1,1.24,1,0.72,1
Erode,Erode,11.34,77.72,Tier-Y,peak,1364,4205,12723,240,721,2597,499,0,4228,1,0.92,1,0.72,1
Erode,Erode,11.34,77.72,Tier-Y,shoulder,1625,3755,7616,239,806,1923,517,0,3480,1,0.93,1,0.72,1
Erode,Erode,11.34,77.72,Tier-Y,offpeak,1448,3941,6101,220,998,2111,309,0,2455,1,1.07,1,0.72,1
Faridabad,Faridabad,28.4,77.31,Tier-Y,peak,2031,3498,12322,321,1208,1873,370,0,3908,1,1.08,1,0.73,1
Faridabad,Faridabad,28.4,77.31,Tier-Y,shoulder,1642,3501,7231,335,1086,2354,453,0,3538,1,1.24,1,0.73,1
Faridabad,Faridabad,28.4,77.31,Tier-Y,offpeak,1523,3006,7132,294,947,2169,289,0,2995,1,1.02,1,0.72,1
Patna,Patna,25.59,85.13,Tier-Y,peak,2087,3609,13147,377,1465,1903,496,0,3097,1,1.17,1,0.72,1
Patna,Patna,25.59,85.13,Tier-Y,shoulder,1989,3040,9893,233,593,2254,268,0,2659,1,1.01,1,0.73,1
Patna,Patna,25.59,85.13,Tier-Y,offpeak,1148,4069,8032,348,995,2127,467,0,2831,1,0.93,1,0.72,1
Puducherry,Puducherry,11.94,79.81,Tier-Y,peak,2244,3695,12168,459,1033,2295,338,0,2940,1,0.9,1,0.73,1
Puducherry,Puducherry,11.94,79.81,Tier-Y,shoulder,1738,5634,7371,256,1259,1941,338,0,4070,1,0.88,1,0.73,1
Puducherry,Puducherry,11.94,79.81,Tier-Y,offpeak,1199,3835,5121,320,947,1436,382,0,2253,1,1.23,1,0.73,1
Rajkot,Rajkot,22.3,70.79,Tier-Y,peak,1401,5069,7898,431,730,2982,428,0,3778,1,1.2,1,0.71,1
Rajkot,Rajkot,22.3,70.79,Tier-Y,shoulder,1257,5414,7100,333,840,1516,524,0,2302,1,1.19,1,0.71,1
Rajkot,Rajkot,22.3,70.79,Tier-Y,offpeak,1114,3955,8368,341,592,2025,257,0,3205,1,0.92,1,0.71,1
Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,Tier-Y,peak,1532,6078,10192,386,1138,2798,473,0,4195,1,1.05,1,0.73,1
Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,Tier-Y,shoulder,1618,5239,11269,287,1117,2080,478,0,3134,1,1.23,1,0.73,1
Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,Tier-Y,offpeak,1074,1845,6142,218,714,1600,404,0,2283,1,1.2,1,0.73,1
Tiruchirappalli,Tiruchirappalli,10.79,78.7,Tier-Y,peak,1913,5123,11473,484,1073,3193,481,0,4963,1,1.04,1,0.72,1
Tiruchirappalli,Tiruchirappalli,10.79,78.7,Tier-Y,shoulder,1882,5819,8276,265,1097,1728,488,0,2075,1,1.14,1,0.72,1
Tiruchirappalli,Tiruchirappalli,10.79,78.7,Tier-Y,offpeak,1021,2970,3473,305,923,2229,277,0,2658,1,1.15,1,0.73,1
Tirunelveli,Tirunelveli,8.71,77.75,Tier-Y,peak,1521,6523,11355,329,1293,2055,491,0,4041,1,1.0,1,0.72,1
Tirunelveli,Tirunelveli,8.71,77.75,Tier-Y,shoulder,1165,3769,6296,377,1149,1902,456,0,3733,1,1.08,1,0.72,1
Tirunelveli,Tirunelveli,8.71,77.75,Tier-Y,offpeak,815,2321,4163,331,584,2100,513,0,2604,1,1.12,1,0.73,1
Vadodara,Vadodara,22.3,73.19,Tier-Y,peak,2390,4163,7261,291,1301,2220,314,0,0,1,0.97,1,0.73,0
Vadodara,Vadodara,22.3,73.19,Tier-Y,shoulder,1141,4845,8881,253,713,2108,413,0,0,1,1.24,1,0.72,0
Vadodara,Vadodara,22.3,73.19,Tier-Y,offpeak,1073,4367,6069,197,885,1346,497,0,0,1,0.87,1,0.71,0
Visakhapatnam,Visakhapatnam,17.68,83.28,Tier-Y,peak,1457,4676,12122,299,1234,2108,480,0,2948,1,0.86,1,0.71,1
Visakhapatnam,Visakhapatnam,17.68,83.28,Tier-Y,shoulder,1321,3719,7976,305,1313,2179,378,0,2381,1,1.07,1,0.72,1
Visakhapatnam,Visakhapatnam,17.68,83.28,Tier-Y,offpeak,1438,2222,3650,211,840,1388,478,0,2732,1,0.91,1,0.71,1
Guwahati,Kamrup Metropolitan,26.1,91.74,Tier-Y,peak,1575,5173,8459,436,1009,2530,504,0,4697,1,1.19,1,0.72,1
Guwahati,Kamrup Metropolitan,26.1,91.74,Tier-Y,shoulder,2105,2970,9295,328,759,1571,389,0,2400,1,1.11,1,0.72,1
Guwahati,Kamrup Metropolitan,26.1,91.74,Tier-Y,offpeak,1308,2763,3786,345,535,2210,384,0,2227,1,0.86,1,0.71,1
Panaji,North Goa,15.5,73.83,Tier-Y,peak,2314,6168,9466,373,956,2702,322,0,0,1,0.98,1,0.73,0
Panaji,North Goa,15.5,73.83,Tier-Y,shoulder,2018,5551,7672,224,991,2501,333,0,0,1,1.11,1,0.73,0
Panaji,North Goa,15.5,73.83,Tier-Y,offpeak,1218,2482,5006,391,869,1732,403,0,0,1,0.89,1,0.72,0
Raipur,Raipur,21.25,81.63,Tier-Y,peak,2052,4262,13414,458,1113,2146,342,0,2413,1,1.1,1,0.72,1
Raipur,Raipur,21.25,81.63,Tier-Y,shoulder,992,4228,8587,207,848,1834,461,0,3424,1,1.13,1,0.72,1
Raipur,Raipur,21.25,81.63,Tier-Y,offpeak,885,2139,5641,281,607,2242,334,0,2489,1,1.18,1,0.72,1
Ranchi,Ranchi,23.34,85.3,Tier-Y,peak,2404,7370,7909,392,1268,3422,311,0,3079,1,0.88,1,0.72,1
Ranchi,Ranchi,23.34,85.3,Tier-Y,shoulder,1263,3729,11393,251,617,1931,400,0,3372,1,1.07,1,0.72,1
Ranchi,Ranchi,23.34,85.3,Tier-Y,offpeak,1631,3466,5165,326,1044,1537,360,0,2182,1,1.09,1,0.72,1
Udaipur,Udaipur,24.57,73.69,Tier-Y,peak,1416,6006,13348,292,963,2116,319,0,4068,1,0.88,1,0.71,1
Udaipur,Udaipur,24.57,73.69,Tier-Y,shoulder,2310,3988,9410,323,1018,1911,335,0,2860,1,1.04,1,0.73,1
Udaipur,Udaipur,24.57,73.69,Tier-Y,offpeak,1452,3007,4573,334,574,1441,377,0,3133,1,1.01,1,0.72,1
Jamshedpur,East Singhbhum,22.81,86.2,Tier-Y,peak,1198,6640,13507,301,1191,2459,399,0,2882,1,0.88,1,0.72,1
Jamshedpur,East Singhbhum,22.81,86.2,Tier-Y,shoulder,1158,3637,9726,328,714,2235,394,0,2454,1,1.09,1,0.72,1
Jamshedpur,East Singhbhum,22.81,86.2,Tier-Y,offpeak,1102,4627,8046,371,712,1901,432,0,2768,1,0.87,1,0.72,1
Ludhiana,Ludhiana,30.91,75.85,Tier-Y,peak,1554,3549,11355,279,954,2773,544,0,3170,1,1.17,1,0.73,1
Ludhiana,Ludhiana,30.91,75.85,Tier-Y,shoulder,1181,3425,10737,441,1064,1597,565,0,3530,1,1.02,1,0.72,1
Ludhiana,Ludhiana,30.91,75.85,Tier-Y,offpeak,1064,4076,7214,192,861,1715,279,0,1929,1,1.07,1,0.72,1
Surat,Surat,21.17,72.83,Tier-Y,peak,1708,5980,11783,294,956,1752,483,0,5184,1,0.99,1,0.71,1
Surat,Surat,21.17,72.83,Tier-Y,shoulder,1871,4748,10796,358,1139,2551,300,0,3565,1,1.23,1,0.71,1
Surat,Surat,21.17,72.83,Tier-Y,offpeak,1346,4342,7599,347,934,2137,504,0,2622,1,1.04,1,0.72,1
Shimla,Shimla,31.1,77.17,Tier-Y,peak,1925,8213,10415,355,1498,3293,442,0,4052,1,0.94,1,0.72,1
Shimla,Shimla,31.1,77.17,Tier-Y,shoulder,2390,5512,8315,446,897,1896,445,0,3682,1,1.15,1,0.73,1
Shimla,Shimla,31.1,77.17,Tier-Y,offpeak,1311,2191,4122,285,559,1676,224,0,2650,1,0.88,1,0.72,1
Chandigarh,Chandigarh,30.73,76.78,Tier-Y,peak,1824,3771,9176,358,997,1894,303,0,3015,1,1.02,1,0.72,1
Chandigarh,Chandigarh,30.73,76.78,Tier-Y,shoulder,2240,3779,6917,201,794,1897,257,0,3143,1,1.07,1,0.72,1
Chandigarh,Chandigarh,30.73,76.78,Tier-Y,offpeak,1697,3991,7363,195,899,1920,314,0,2341,1,1.08,1,0.71,1
Srinagar,Srinagar,34.08,74.79,Tier-Y,peak,2309,4743,12735,512,1204,2591,475,0,3427,1,0.98,1,0.72,1
Srinagar,Srinagar,34.08,74.79,Tier-Y,shoulder,1398,4881,10008,229,902,2679,272,0,2825,1,1.05,1,0.73,1
Srinagar,Srinagar,34.08,74.79,Tier-Y,offpeak,672,2658,4719,332,990,2135,374,0,2139,1,0.89,1,0.73,1
Jammu,Jammu,32.73,74.86,Tier-Y,peak,2540,3525,12788,304,1251,2828,466,0,3251,1,1.12,1,0.73,1
Jammu,Jammu,32.73,74.86,Tier-Y,shoulder,1817,3567,6340,365,864,1712,375,0,3981,1,1.17,1,0.72,1
Jammu,Jammu,32.73,74.86,Tier-Y,offpeak,1617,3147,7016,218,501,1405,492,0,2636,1,1.12,1,0.72,1
Coimbatore,Coimbatore,11.01,76.96,Tier-Y,peak,1736,5868,11756,302,1024,2235,415,0,0,1,1.02,1,0.72,0
Coimbatore,Coimbatore,11.01,76.96,Tier-Y,shoulder,1633,5904,10259,381,639,2683,445,0,0,1,1.24,1,0.72,0
Coimbatore,Coimbatore,11.01,76.96,Tier-Y,offpeak,1490,3319,5300,289,726,1370,386,0,0,1,1.01,1,0.73,0
Madurai,Madurai,9.92,78.11,Tier-Y,peak,2527,5039,12624,371,993,2632,280,0,4416,1,1.14,1,0.71,1
Madurai,Madurai,9.92,78.11,Tier-Y,shoulder,1785,3983,9424,306,1112,2325,263,0,2738,1,0.98,1,0.72,1
Madurai,Madurai,9.92,78.11,Tier-Y,offpeak,1375,3053,4866,379,704,1617,451,0,2255,1,1.1,1,0.73,1
Hosur,Krishnagiri,12.73,77.82,Tier-Y,peak,1803,4989,11065,364,940,2365,622,0,3032,1,0.93,1,0.72,1
Hosur,Krishnagiri,12.73,77.82,Tier-Y,shoulder,1008,3702,8641,226,1323,2217,530,0,3796,1,1.25,1,0.72,1
Hosur,Krishnagiri,12.73,77.82,Tier-Y,offpeak,1676,2466,5885,229,841,1862,347,0,3291,1,1.02,1,0.73,1
Tiruppur,Tiruppur,11.1,77.34,Tier-Y,peak,1773,6320,8246,250,1134,2358,391,0,4462,1,1.1,1,0.71,1
Tiruppur,Tiruppur,11.1,77.34,Tier-Y,shoulder,1774,2928,8762,242,828,2576,457,0,2130,1,0.99,1,0.72,1
Tiruppur,Tiruppur,11.1,77.34,Tier-Y,offpeak,1648,3476,7347,192,710,1714,280,0,3779,1,1.17,1,0.71,1
Salem,Salem,11.66,78.16,Tier-Y,peak,1063,6697,12097,284,1380,2293,446,0,3335,1,1.02,1,0.72,1
Salem,Salem,11.66,78.16,Tier-Y,shoulder,1817,4912,11377,343,1008,2058,383,0,2824,1,0.94,1,0.72,1
Salem,Salem,11.66,78.16,Tier-Y,offpeak,1647,2768,6777,381,856,2036,502,0,1997,1,1.16,1,0.72,1
Thoothukudi,Thoothukudi,8.76,78.13,Tier-Y,peak,1493,6166,10010,243,1192,2138,499,0,3339,1,1.01,1,0.72,1
Thoothukudi,Thoothukudi,8.76,78.13,Tier-Y,shoulder,1268,5033,7158,274,662,2186,478,0,3870,1,1.1,1,0.72,1
Thoothukudi,Thoothukudi,8.76,78.13,Tier-Y,offpeak,1394,3110,5817,305,931,1369,408,0,2425,1,0.86,1,0.72,1
Manali,Kullu,32.24,77.19,Tier-Z,peak,2622,3196,13775,205,747,2675,422,0,0,1,0.95,1,0.71,0
Manali,Kullu,32.24,77.19,Tier-Z,shoulder,2051,5023,10940,166,731,2197,309,0,0,1,1.06,1,0.71,0
Manali,Kullu,32.24,77.19,Tier-Z,offpeak,807,1852,3885,279,733,1138,181,0,0,1,1.14,1,0.71,0
Munnar,Idukki,10.09,77.06,Tier-Z,peak,2853,6344,10987,272,693,2085,426,0,0,1,1.16,1,0.73,0
Munnar,Idukki,10.09,77.06,Tier-Z,shoulder,1782,3953,9481,224,976,1807,401,0,0,1,1.13,1,0.72,0
Munnar,Idukki,10.09,77.06,Tier-Z,offpeak,914,2393,5478,184,764,1091,388,0,0,1,1.06,1,0.71,0
Puri,Puri,19.82,85.83,Tier-Z,peak,2063,3719,6682,355,835,2183,282,0,0,1,1.05,1,0.73,0
Puri,Puri,19.82,85.83,Tier-Z,shoulder,1257,3494,10467,192,621,2141,312,0,0,1,0.94,1,0.72,0
Puri,Puri,19.82,85.83,Tier-Z,offpeak,861,3559,3754,155,474,1260,346,0,0,1,0.92,1,0.71,0
Shirdi,Ahmednagar,19.77,74.48,Tier-Z,peak,2367,5614,6429,364,814,2374,298,0,0,1,1.11,1,0.72,0
Shirdi,Ahmednagar,19.77,74.48,Tier-Z,shoulder,1455,6102,5242,232,781,2168,363,0,0,1,0.94,1,0.72,0
Shirdi,Ahmednagar,19.77,74.48,Tier-Z,offpeak,1554,2531,5477,270,493,1668,339,0,0,1,1.06,1,0.73,0
Haridwar,Haridwar,29.95,78.16,Tier-Z,peak,1207,6624,11365,233,684,2297,321,0,0,1,1.2,1,0.71,0
Haridwar,Haridwar,29.95,78.16,Tier-Z,shoulder,1245,3562,10048,210,636,1371,364,0,0,1,0.93,1,0.72,0
Haridwar,Haridwar,29.95,78.16,Tier-Z,offpeak,811,2321,3051,257,510,1614,351,0,0,1,1.02,1,0.73,0
Darjeeling,Darjeeling,27.04,88.26,Tier-Z,peak,1539,4199,7057,371,844,2643,397,0,0,1,0.91,0,0.72,1
Darjeeling,Darjeeling,27.04,88.26,Tier-Z,shoulder,1846,4950,8520,339,893,1420,256,0,1855,1,0.98,0,0.72,1
Darjeeling,Darjeeling,27.04,88.26,Tier-Z,offpeak,1379,2435,4638,191,454,1485,320,0,0,1,1.21,0,0.71,1
Leh,Leh,34.1,77.35,Rural,peak,1676,3706,7265,262,647,1593,0,0,0,1,1.07,1,0.73,0
Leh,Leh,34.1,77.35,Rural,shoulder,765,3436,5071,103,647,1390,0,0,0,1,1.1,1,0.73,0
Leh,Leh,34.1,77.35,Rural,offpeak,798,1201,3126,127,541,1338,0,0,0,1,0.95,1,0.72,0
Mawlynnong,East Khasi Hills,25.2,91.92,Rural,peak,1123,3049,6003,111,640,986,0,0,0,1,1.15,1,0.71,0
Mawlynnong,East Khasi Hills,25.2,91.92,Rural,shoulder,1190,2439,6089,169,446,1598,0,0,0,1,0.91,1,0.71,0
Mawlynnong,East Khasi Hills,25.2,91.92,Rural,offpeak,499,1608,3530,125,378,1149,0,0,0,1,0.91,1,0.71,0
Hodka Village,Kutch,23.73,70.0,Rural,peak,1122,3177,4494,166,526,936,0,0,0,1,1.22,0,0.72,0
Hodka Village,Kutch,23.73,70.0,Rural,shoulder,722,2951,5751,162,491,1534,0,0,0,1,1.16,0,0.73,0
Hodka Village,Kutch,23.73,70.0,Rural,offpeak,574,1579,2940,145,566,832,0,0,0,1,1.1,0,0.73,0
Itanagar,Papum Pare,27.1,93.62,Tier-Z,peak,1631,4119,6309,235,861,2232,373,0,0,1,1.12,1,0.72,0
Itanagar,Papum Pare,27.1,93.62,Tier-Z,shoulder,976,4470,6351,276,773,1824,245,0,0,1,0.9,1,0.73,0
Itanagar,Papum Pare,27.1,93.62,Tier-Z,offpeak,1149,1995,6328,245,564,1247,276,0,0,1,0.9,1,0.71,0
Shillong,East Khasi Hills,25.57,91.88,Tier-Z,peak,2465,3292,13672,311,1264,2134,245,0,0,1,1.0,1,0.71,0
Shillong,East Khasi Hills,25.57,91.88,Tier-Z,shoulder,2222,3796,6216,241,873,1567,405,0,0,1,1.21,1,0.72,0
